Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
151597,900370025,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,181116,227242,628102,,,,,,,,,855344,343958,-8602610,,2149367,,,-5072825,,,,,,,,520322,,45133,351375,,,,,,,,,-214080,1132882,,,,,3569855,,,,,,4702737,-584168,,-584168,1299572,715404
151656,900356107,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3211070,11717,365714,,,,,195703,,,-3760256,-3187122,,3517,-248510,-10770,,-27227,-259042,,,,,,,,,,,,,,,,,3052188,,,3052188,,,,,,,,,2292197,,,-2292197,500949,,500949,2143551,2644500
151675,900353867,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,360642,18824,93862,,112338,,,,,,12655,237679,-234192,-96369,,1039628,-1528886,38440,-183058,,,,,,,,18748,,43967,,,,,,,,,-50036,-112751,,,,,,,,,,,-7814,-7814,-303623,,-303623,597754,294131
151731,900356028,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,180475,,8449,0,5288,0,0,0,0,0,0,13737,-537874,-64482,-22491,196649,138189,0,-95797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95797,0,-95797,661757,565960
151755,860068255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2233450,,,,,,,,,,,,,881790,-1448647,,,-750600,915993,,,,,,,,3768796,1834156,,,,,,,,,,-22840383,-24775023,,,,,,23640083,,,,,,23640083,-218947,,-218947,1307707,1088760
151793,830061474,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9711885,3580679,87634,,,,8753,,-1814414,,,5491480,,3453620,-5956647,-4005537,915416,,9610217,,3766510,,,,,,53003,,14021,,,,,,,,,131189,-3702345,,,,,,,,,2860134,,400134,-2460000,3447872,,3447872,5176244,8624116
151794,800168533,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3342062,,887641,25866,,,12,,3757277,-94807,,-2938565,742707,173574,,221634,,-8582056,-7040644,,7895,,,,,1744080,1080502,,10471,,,,,,,141190,,,786402,,,,,,6070033,,,,,,6070033,-184209,-12,-184221,910554,726333
151820,900624440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1111466,0,61786,0,0,0,0,0,0,0,-254,61532,0,-377614,0,-52157,5142,1251224,-223339,0,0,0,0,0,0,3799,174091,0,0,0,0,67731,1011578,0,0,0,0,0,773555,0,0,0,0,0,1305778,1420848,0,0,0,0,-115070,435146,0,435146,8421,443567
151823,900724947,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,164630,,500,,,,,,,,,500,-1021455,-2494978,,3375665,,,24362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24362,,24362,120952,145314
151851,800031524,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,168951,,403217,,130915,,,,,,,534132,6703,-803936,,181707,19311,9260,116128,,,,,,,,205327,,,,,,,,,,,,-205327,,,,,,166347,,,,,,166347,77148,,77148,2775,79923
151887,800157021,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1351956,-3363,99540,108491,339,,,,,,-1293515,-1088508,90353,,428542,-33343,-624455,,124545,,,,,,,,97226,,,863023,,,,,,,,,765797,,,,,,,,,,,-527439,-527439,362903,,362903,491903,854806
151915,860502327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,121407,,247321,,,,,,,,,247321,,-1300234,-22714,727383,-69114,-333165,-629116,,,,373866,,,,51933,,,,,,,,,,,21394,-404405,,,,,,,,,390559,,-140677,-531236,-1564757,,-1564757,4370809,2806052
151935,900071212,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,107622,,48834,4833,,,-10,,,,,53657,-143277,-15688,,248954,,-223184,28084,,,,,,,,,,,,,,,,,,,,,,,,,,,42920,,,,-33311,-76231,-48147,,-48147,65323,17176
151936,830026921,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-79938,0,7969,0,0,0,0,0,0,-116239,248955,140685,,-1923411,,730404,143,4053435,2921318,,,,,,,,,1132116,4053434,,,,,,,,,,-2921318,,,,,,,,,,,,,0,,0,2537,2537
151978,900059812,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4879684,,92731,,,,,,,,,92731,231398,-4813968,478710,361277,356771,-897686,688917,,,,,,,,16693,,,,,,,,,,,,-16693,,,,,,,,,1236000,,,-1236000,-563776,,-563776,774782,211006
151992,900189197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1366817,,99654,,,,,,1534444,,,-1434790,,46530,,-7557,,29618,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,618,0,618
152032,890300208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3360429,,3600849,,,,,,,,-1652374,1948475,-6976660,-5782545,,1632855,-132777,,-5950223,,,,,,,,622178,,9584,,,,,,,,,5500,-626262,,,,,,5136096,,,,,,5136096,,-1440389,,8783060,7342671
152035,890107433,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,110915,-247659,13313,,,,,,,,,-234346,,-314564,,462558,-104547,-56801,-136785,53852,,,,,,,18988,,,,,6959,,,,,,-214423,-186518,,,,,,,,,,,-106371,-106371,-429674,,-429674,495295,65621
152037,860501651,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-660889,,,,,,,,,,48217,48217,,856999,,-139120,,,105207,,,,,,,,,,,,,,,,,,,,,,,,,,,76000,,,,,-76000,29207,,29207,5809,35016
152060,900806708,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2084642,-1772803,4816202,1316,,6852634,,,,-4244394,,5652955,,884898,2784396,-56925,-411980,-384101,10553885,,,,,,,8081423,3949504,,,,,,,,,,,,4131919,,,,,,,14532344,,,,,-14532344,153460,,153460,1294782,1448242
152067,890905686,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10803179,-463500,1531641,1212084,,,-64949,,,,,2215276,,,-538067,,-2134238,-1224529,9121621,,,,,,1100000,,5504911,,,,3210500,,,,,,65367,,-9750044,,,,,,,,,,,-482611,-482611,-1111034,,-1111034,1213370,102336
152091,811000328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,112079570,12622431,3978,,,,,,,,,12626409,,,3022954,0,-13784250,,113944683,,,,,,,,,,,,770000,90818333,,,,5225050,,,-86363283,,,,,,,,,4171514,,,-4171514,23409886,,23409886,394864,23804750
152136,830116311,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,251161,,157165,,,,,767958,,,-723054,202069,29083055,-8036346,7106072,-335171,-15222911,,13047929,,,,,,,,774855,,4766,,,,,,,,,,-779621,,,,,,,,,,,-13219201,-13219201,-950893,,-950893,1394695,443802
152152,900623029,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-7335,-159,,,,,,,,,,-159,,7494,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,456,456
152156,890106364,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-27925,,,,,,,,,54269626,,54269626,,,71033255,-34256,,,125240700,,125252571,,,,,,,,,,,,,,,,,,-125252571,,,,,,,,,,,,,-11871,,-11871,11882,11
152202,900626402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-264648,,695883,,253407,,,,,1577,312056,1262923,,-49968,,24656,-42659,,930304,,74223,,,,,,407045,,369921,,,,,,,,,,-851189,,,,,,,,,,,,,79115,,79115,213387,292502
152226,800142931,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-5563,,70224,,,,,,,,,70224,-2325,-37304,-22809,10069,74671,,86963,,,,,,,,67462,0,70224,,,,,,,,,73969,-63717,,,,,,27485,31667,,,,0,-4182,19064,,19064,178972,198036
152238,830058737,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2257144,1053852,406569,0,,,,,,,-22872,1437549,,-2545601,-2105451,-151523,1521107,474173,887398,,,,,,,53436,1772161,333881,53345,,,,,,,,,-944392,-2382581,,,,,,1257893,,,1034989,,-157857,65047,-1430136,,-1430136,2080211,650075
152243,900485025,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,67439,-43060,131974,,,,,-375000,,,-46620,-332706,,211330,2235538,-1634732,-63068,,483801,,,,,,,,231249,,,,,,,,,,,,,,,,,,,,,,,,252552,,,,60063,312615
152248,900484728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9074185,,94937,,,,,,,,,94937,-3440962,2725057,212193,-715749,379576,,8329237,,,,,,,,63900,,,,,,467270,3500949,,,,455000,-2642579,,,,,,698244,4623929,,,,,-3925685,1760973,,1760973,2754528,4515501
152310,900438232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5867860,62707,517731,,,531440,,,,,-1621387,-509509,,-8773536,9770589,-429156,,-2594596,3331652,,,,,,,,9787698,,1366,,,,,,,,,,-9789064,14399,,,14789583,,,8141250,,,,-495953,6166779,-290633,,-290633,550975,260342
152360,830068550,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1111549,,249503,,8838,49475,,,,,509913,817729,1403210,-283711,,-497869,,-147426,2403482,,,,,,,,,,,,,,,,,,,845804,845804,,,,,,,,,336850,,-1658689,-1995539,1253747,,1253747,2958604,4212351
152401,800034638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,297656,,,,,,,-559507,,,,-559507,,-189328,,27983,-2612,,-425808,,,,,,,,716625,,,,,,,,,,,,-716625,,,,,,,27020,,70000,32480,,-129500,-1271933,,-1271933,2322324,1050391
152461,890103075,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2824510,,415977,,,,,,,,,415977,-3464909,-292266,-226180,145801,,,-597067,,,,,,,,56586,,107269,,,,,,,,,,-163855,,,,500000,,192933,,,,,,692933,-67989,,-67989,802671,734682
152463,900295495,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,79277,,,,,,,,,,,,-18115,-582858,,596425,169044,,243773,,,,,,,,1209,,,,,,,,,,,,-1209,,162339,,,,,,,,,,-162339,80225,,80225,239475,319700
152476,900599747,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,886906,-2442,722501,0,0,0,0,0,0,0,-16353,703706,0,-840533,-448870,-301739,557487,-491697,65260,0,0,0,0,0,0,10686,577126,0,0,0,0,0,0,0,0,0,0,0,-566440,0,0,0,0,0,829660,960945,0,370788,0,0,-502073,-1003253,-11104,,1305110,290752
152477,890905032,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-6310137,-2077862,16242078,2986364,120000,,-548048,,,,5300320,22022852,-6901314,-5934133,,9516047,1175994,-1623424,11945885,,,,,,,,6566379,,475548,,,,,,,,,,-7041927,,,,,,,,233611,,,-288912,-522523,4381435,,4381435,19638853,24020288
152523,860503363,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2774573,,104822,,,,,,,,,104822,,902526,,-531866,7226,-114025,3143256,,,,,,,,260900,,1689253,,,,,,,,,,-1950153,,,140843,,,,357909,,,,,-498752,694351,,694351,63737,758088
152583,900261925,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8852585,905152,123480,,,,,,,,,1028632,,-3883796,,-5764738,,-3139915,-2907232,,,,,,,,98437,,,,,,,,,,,,-98437,400000,,,5435609,,,,,,,-87937,5747672,2742003,,2742003,102478,2844481
152591,800199514,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,26465814,-88278,800382,0,0,241738,0,-9758331,16767196,-83790,-154395,-25809870,0,3009592,-697999,-137647,-778428,496,2051958,,5349849,,,,,6200138,5343541,,,,,,,,,13875441,154395,-3967023,5569561,,,,,,13319843,10960572,,2700000,253224,,-593953,7027566,,7027566,7392231,14419797
152613,890919322,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-476987,5154,117008,-10,0,0,0,-343196,0,0,72253,-148791,,-61521,,138143,,63473,-485683,,,,,,,,19337,,,,,,,,,,25157,,5820,,,,,,,,,,30475,-61450,-91925,-571788,0,-571788,669926,98138
152618,900481195,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2001795,,55821,,12166,,,,,,,67987,-3171107,2966329,,,6490811,,8355815,,,,,3844155,5773541,,,15857,,,,,,,,,,,-1913529,,,,,,,6392652,,,,,-6392652,49634,,49634,1915513,1965147
152624,800188715,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,50133,,,,,,,,,,,,1407926,-1922,647,105163,-2400264,,-838317,,,,,,,,,,,,,,,,,,,-6466,-6466,,,,,,561046,,,,,210255,771301,-73482,,-73482,118271,44789
152647,900482962,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6599,,,,,,,,,,,,,,,,,,6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,,6599,4045,4045
152676,900508501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,289576,-3399,248750,,,125589,,,,,,370940,-875263,102316,90903,-1181733,35629,,-1167632,,,,,,,4629,81408,,2844,,,,,,,,1114,,-78509,,,,,,,134454,,,126703,2000000,1738843,492702,,492702,166243,658945
152681,830511142,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1467706,-75907,50534,,,,,,,,,-25373,,1362053,-59136,265887,-177295,,2833842,,,,,,,,1699795,,,,,,,,,,,,-1699795,,,,,,,,,,,,,1134047,,1134047,830641,1964688
152699,890938441,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2994310,24101,98450,,,,,,,,-2941083,-2818532,,-285202,2021573,-1899976,-92064,1192837,1112946,,,,,,,,59393,,,,,,,,,,,,-59393,,,,,,,1035331,,,,,-1035331,18222,,18222,15673,33895
152716,800251710,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2185711,351700,2026239,,,,,,,,2223026,4600965,-773289,-1510399,3397631,-1347708,59495,,6612406,,,,,,,,5121370,,,,,,,,,,,,-5121370,,,,,,,,,,,-1207186,-1207186,283850,,283850,58458,342308
152772,860528410,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,629700,,9078,,,,,,,,,9078,1002192,265061,,-1290299,195481,-4440,806773,,,,,,,,12644,,,,,,,,,,,,-12644,,,,,,,,,,,,,794129,,794129,1653049,2447178
152795,804003509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,50312,,,,,,,,,,-174,-174,,,574267,,16432,250190,891027,,,,,,,25967,,,,,,,,,,,,-424984,-399017,,,,,,1500185,1608376,,378000,,,-486191,5819,,5819,47752,53571
152855,860066155,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2722918,371630,19797,,,0,,,1376815,,,-985388,,,1327737,-1478084,,,1587183,,,,230805,,,,,,,,,,,,,108657,,,-122148,,,,,,,,,,,,,1465035,,1465035,7931174,9396209
152881,900472232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,53887,,23321,,,,,,,,,23321,,-722855,,117869,,,-527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-568721,-568721,-1096499,,-1096499,1096499,0
152894,900808504,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1021777,-42,,,,,,,,,,-42,,730,,,23194,-104,1045555,,,,,,,,,,,,,,,,,,,-1045555,-1045555,,,,,,,,,,,,,0,,0,0,0
152896,900671438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,924241,,289,,,,,,,,,289,-512094,-3179542,140648,,,572094,-2054364,,,,,,,,223660,,,,,,,,,,,,-223660,1500000,,,,,1063714,,,,,,2563714,285690,,285690,236734,522424
152909,900437004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-53508,289590,43022,,,57575,-1159161,,,,-382514,-1151488,,-1794403,,22531,,1143169,-1833699,,,,,,,,,,,,,,,,,,,210965,210965,,,,,,1483277,,,,,,1483277,-139457,,-139457,303819,164362
152962,800021595,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5249806,14009,,,,,,,,,,14009,,-154136,,,,-59619,5050060,,,,,,,,,,,211006,8202958,,,,,,,,-7991952,,,,,,2941892,,,,,,2941892,0,,0,1551,1551
152965,830146811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,227399,,85761,,,,,,,,,85761,785516,1827243,,365186,25103,,3316208,,,,,,,147354,2123187,,,,,,,,,,,,-1975833,,,,,,,,,344575,,,-344575,995800,,995800,27640,1023440
152985,811007707,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,562007,,388505,,19968,,,,,,-103215,305258,25111,300369,-380782,182358,,,994321,,,,,,,,329801,,,,,,,,,,,,-329801,,,,,,,673903,,300000,,278434,-695469,-30949,,-30949,1450139,1419190
152993,817000809,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,179227,271647,960041,0,,,,-2014388,,,189357,-593343,159022,894915,,-280151,,-156397,203273,,,,,,,,369860,,,,,,,,,,,1971082,1601222,2165636,,,,,,383641,,1421905,,,360090,2164585,,2164585,839700,3004285
153014,814001131,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1451519,,,,,,,,,,,,,,3777765,,,,2326246,,,,,,,252571,,,,,,,,,,,,-2608232,-2355661,,,,,,,,,,,,,-29415,,-29415,191461,162046
153077,900269271,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,235011,,67167,,,,,,,,,67167,142730,-1245472,367786,1793884,29249,,1390355,,,,,,,,336717,,,,,,,,,,,,-336717,,,,,,,,,,,,,1053638,,1053638,172512,1226150
153085,860009250,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5234984,,,,,,,,,,,,,-3252232,-82532,-44955,,,1855265,,,,,,,18472,,,,,,,,,,,,,18472,,,,1230188,,,,,3250000,,,-2019812,-146075,,-146075,955480,809405
153095,901140210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4657644,12337,,,,,,,,,,12337,,-4134683,,,-40785,,494513,,,,,,,,,,,,494513,,,,,,,,-494513,,,,,,,,,,,,,0,,0,0,0
153101,900139110,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2433497,76278,645173,,,,,,,-26681,19340,714110,,-5915845,-499232,3682981,934255,,1349766,,,,,,,27629,2576902,,,,,,,,,,,,-2549273,,,,,,,368357,,,,,-368357,-1567864,,-1567864,9384446,7816582
153103,891400005,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1614320,517110,160338,0,0,0,0,0,1290603,0,0,-613155,278690,-77376,3606636,-5207663,705900,0,307352,0,0,0,0,0,0,0,11038,0,0,0,0,0,0,0,0,0,0,0,-11038,0,0,0,0,0,0,537191,0,0,0,0,-537191,-240877,0,-240877,1114239,873362
153121,860067950,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-30397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93956,37963
153139,860034784,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1584165,5745,81956,,,,,181007,0,,,268708,,-678093,-184987,2554,1303,,993650,,41495,,,,,,,,,,2720373,,,,,,,,-2761868,,,,,,,,,,,,,-1768218,,-1768218,3694768,1926550
153196,830007555,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,40659,0,102664,0,18231,-1063,0,11126,0,0,50794,181752,0,199753,96,-20408,370,0,402222,0,0,0,0,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0,-650000,0,0,0,0,0,0,21875,0,0,0,257404,235529,-12249,,-12249,94798,82549
153200,890210612,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,149464,,268180,,84565,,,,,-118400,-103075,131270,,1044762,,79186,,223093,1627775,,,,,,,,10501,,,,,,,,,,,-1126195,-1136696,,,,,,,,,,,-183544,-183544,307535,,307535,140779,448314
153219,900482387,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,453925,62149,35384,,,,,,,,-26400,71133,,-545699,-108166,369482,241240,,481915,,,,,,,26400,10934,,,,,,,,,,,,15466,,,,,,,,,1502930,,,-1502930,-1005549,,-1005549,2202957,1197408
153251,860523814,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4699743,,96069,,,,,,,,,96069,,-1508424,,-221380,,-3491465,-425457,,,,,,,,,,,,,,,,,,,23258,23258,,,,,,,,,,,,,-402199,,-402199,945237,543038
153276,900420110,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-199609,,9221,,,,,,,,,9221,-3461395,188646,12321,-33499,,3052145,-432170,,,,,,,,4593,,2015,,,,,,,,,,-6608,,,,,,,,,,,,,-438778,,-438778,563296,124518
153299,830046588,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-198898,,87861,,,,,,,,,87861,,175959,,26514,,,91436,,,,,,,,,10453,,,,,,,,,,,10453,,,,,,,,,,,,,101889,,101889,82970,184859
153370,823000097,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2140015,,70207,322014,,,,,,,,392221,-2726400,-4438794,21971,1766142,1109919,133412,-1601514,,,,,,,,,,,,,,,,,,,-134633,-134633,,,,,,1754980,,,,23142,,1731838,-4309,,-4309,2071183,2066874
153416,900420537,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,757478,,278699,,,-197000,,,,,,81699,751813,-1195427,,32646,359039,26240,813488,,,,,,,,,,,,,,,,,,,,,,,,,,49000,,,,,,49000,862488,-907407,-44919,46668,1749
153423,811015602,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3177249,,3413397,,,,,,,,,3413397,-13249,-841084,,-211885,-298295,3725067,8951200,,,,,27750,,,7944919,,41483,,,,,,,,,,-7958652,,,3910785,,,,,,,,3910785,0,992548,,992548,1377374,2369922
153502,830013490,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-914287,,1352340,,,,,,,,,1352340,-104753,1203374,,-2724377,,,-1187703,,,,,,,59842,,,,,394595,,,,,,,,-334753,,,,,,,242851,,,,,-242851,-1765307,,-1765307,5428814,3663507
153516,900065373,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2254013,261290,48430,-226426,,107,,,,,,83401,,-3327697,-154209,,,2953,-1141539,,,,,,,663197,261202,,,,,,,,,1545810,190329,-23576,2114558,,,,,,,,,1059000,109,,-1059109,-86090,,-86090,117747,31657
153524,812000010,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,127450,,261249,110016,,,,,,,,371265,-125593,41723,-25019,16756,-207939,-1061,197582,,,,,,,,106573,,,,,,,,,,,-70083,-176656,222182,,,,,,,,,,-229824,-7642,13284,,13284,87849,101133
153560,900555609,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-378858,,,,,,,,,,362370,362370,-27334,75063,1370,64220,-10245,,86586,,,,,,,,,,,,,,,,,,,,,,,,,,,86192,,,,,-86192,394,,394,8946,9340
153575,900770681,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-3362712,449117,31232,,,,,,-3349363,,668858,4498570,,83006,-1801,,58819,1903339,3179221,,,,,,,,1124340,,,,,,,,,,,,-1124340,,,,,,,,,,,5824707,5824707,7879588,,7879588,136476,8016064
153583,890201881,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,25757136,-620171,36835202,,,,,,,,,36215031,-41059534,-2094,,27708571,,-21766381,26852729,,,,,,,223031,38579945,,,,26763621,,,,,,,,-65120535,13333295,,,,,4455990,,,96,,15663434,33452623,-4815183,,-4815183,8005963,3190780
153641,900234823,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1833565,,,,,,,,,,,,-505512,4617873,,-229056,-2686121,-84127,-720508,,,391000,,,,1272834,,,,,,,,,,,,,1663834,,1694366,,,,,,,,,,-1694366,-751040,,-751040,1326997,575957
153681,811036964,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1968901,184629,29399,,,,,-31583,,,-17252,165193,,,-2180130,,-185921,-15618,-247575,,,,1027000,,,,12345,,,,,,,,,1481186,706241,-7851,1140231,,,,,,,,,1056212,,,-1056212,-163556,,-163556,1220208,1056652
153683,830110734,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9429114,,6055882,,,,,,,,1762047,7817929,46760,-4941123,,4861113,,,17213793,,,,,,,8190997,6729293,,1066760,,,,,,,,,-5511950,-5117006,,,,,,,,,3581587,,,-3581587,8515200,,8515200,7023614,15538814
153686,804003310,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-67451,,,,,,,,,,,,18283,-276149,,160406,,,-164911,,,,,,,,,,,,,231639,,,,,,-76102,-307741,,,,,,,,,,,258765,258765,-213887,,-213887,337573,123686
