Ganancia bruta,"Ganancia (pérdida), antes de impuestos",Efectivo y equivalentes al efectivo,Gastos de administración,Total de activos,Total pasivos,Razón de la Deuda/Ingresos (%),Ganancias acumuladas,Ganancia (pérdida),Impago
2677047,1204813,213246,1482775,30612892,946100,0.03090528004,11851237,992416,1
0,-30044,24061,72467,15569663,2336340,0.1500571978,11643261,-21948,1
0,-52384,23836,70290,15693688,2438417,0.1553756517,11665209,-9410,1
0,0,2238,0,4245385,32752,0.007714730231,952,0,1
0,0,2238,0,4226035,13402,0.003171294133,952,0,1
763585,-184333,954351,1383032,28089882,13619688,0.4848609902,11053031,-223568,1
1356475,-425957,224303,802447,29357905,14664143,0.4994955532,11276599,-528690,0
272503,1621172,253249,220459,40860112,3128623,0.07656912443,19944896,1567837,1
471285,10478559,98360,190275,40015488,3043725,0.07606367315,19798287,10341064,1
7185082,4083344,4072639,2446906,18479179,13716062,0.7422441224,-292700,3108223,1
5561880,1637822,2069172,2286139,15246367,13591473,0.8914565024,-3277011,1239117,1
11759368,804081,32394,0,204060928,125989908,0.6174131875,-1961722,-2911829,0
8181246,2376414,655722,0,179774160,110787950,0.6162618143,950108,-14281,0
2487617,112278,605202,2332272,30668989,9381866,0.3059072472,19113581,18747,1
3188686,492692,324443,1525710,30960302,9691926,0.3130436518,19094834,30794,1
11228992,1520603,2033882,2414414,29784389,19753470,0.6632155523,4074653,1078007,1
11034241,2058993,1640746,2528429,28885363,15466322,0.5354380348,7483897,1219140,1
12078561,11419733,10819796,4490831,81049367,27412719,0.3382224935,53189548,11047438,1
7865480,6898906,8032802,4203434,71388411,28787223,0.4032478465,42154088,6774070,1
2661296,2196941,388766,1784672,46862411,28301988,0.6039379408,3283863,2113558,0
3758847,1769959,240914,1797072,41834657,24712111,0.5907090621,2002999,1570125,0
5862300,1304200,569934,873517,41129692,12095547,0.2940830921,10624009,772842,1
5845265,1368570,623338,829775,39666885,11429350,0.288133288,9827399,851645,1
15395215,3934661,6735494,1852531,14849322,834826,0.05621980586,10115051,2654526,1
23153496,7145010,5094825,1738455,12567123,1885046,0.1499982136,5280860,4511653,1
2673833,293448,28028,1434015,7756584,6251996,0.8060244046,903588,151589,0
2129427,229221,159690,1158097,8307010,6954011,0.8371256324,751999,104199,0
17346218,6744845,606491,4153476,24276396,3948122,0.1626321304,16584403,4460342,1
17662372,7035387,2353978,4362592,21358257,3948179,0.1848549252,13754329,4406133,1
5376547,932287,10593953,756849,26813840,21474729,0.8008822683,-2149361,425831,0
7762924,4011974,5932379,661572,20553797,15640517,0.760955117,-2575192,2653483,1
4652381,1892256,3449612,1733933,45028814,8403738,0.1866302319,3306894,1350209,1
4603958,1920879,1056317,1589112,57630961,22356095,0.3879181366,1956684,1126555,0
-1529921,487790,2024855,457528,5628539,2192974,0.3896169148,1249384,314345,1
1200850,258719,130130,447377,3986988,865768,0.2171483837,935039,139571,1
0,1036011,1036838,44850,45331179,38854262,0.8571200409,6401917,986157,0
0,4756995,11050,44151,34595698,29104938,0.8412877809,5415760,4635583,0
57228427,35657820,19649151,5080333,133006847,22314008,0.1677658595,44551673,23727423,1
44140909,25407104,13043293,4613899,108242630,21277214,0.1965696325,37024467,16200217,1
480582,109120,41477,648422,11989005,481351,0.04014937019,6021601,50177,1
648885,1998346,7333,533849,12425456,847816,0.06823218399,6296423,1930926,1
3789,88254,13846,70489,7033779,7081577,1.006795494,-3754563,193576,0
5856,-663040,36939,61049,7394527,7409771,1.002061525,-4019738,-1711216,0
9478387,9284526,14282,193712,126639522,39699,0.0003134803367,12657924,9277501,1
126935,-8627,31304,135349,117342709,20387,0.0001737389581,3349286,-31137,1
124754,15040,57632,108849,117408392,1677,0.00001428347643,3388438,8015,1
9478387,9284526,14282,193712,126639522,39699,0.0003134803367,12657924,9277501,1
-3573282,-3605781,4061141,119285,18238882,21961417,1.204098859,-4452345,-3485325,1
753875,247838,1001816,316436,17382313,18179190,1.045844129,-1526687,-246807,1
60208,1996142,321460,16062,43814147,5296739,0.1208910674,24216157,1939989,1
11325578,20697029,352,130205,36994727,417308,0.01128020218,22301368,20693220,1
33722675,7884685,1829592,7783463,95345080,34557710,0.3624488018,26184891,4934356,1
31315967,7300487,1136109,7003097,78651552,21898754,0.2784274874,22435228,4401158,1
9477252,9284069,13535,193025,126631087,39631,0.000312964225,12657318,9277055,1
126805,-8102,30503,134694,117334801,20399,0.000173852939,3349687,-30577,1
124587,16327,58941,108006,117401355,1752,0.00001492316677,3389576,9313,1
9477252,9284069,13535,193025,126631087,39631,0.000312964225,12657318,9277055,1
347403,185863,542064,57464,2048755,687024,0.3353373146,678568,185863,1
227356,38390,15420,34971,2304403,1128535,0.489729878,492705,38390,1
0,8197789,2071,19315,62217495,59813472,0.9613609805,-2893205,8198446,0
0,-7807363,35064,146754,53821234,59615657,1.107660538,-11091651,-7810739,0
0,0,0,0,11769631,5822360,0.494693504,166014,-7090,1
0,-13777,0,14089,9028435,5442074,0.6027704691,173104,-26095,1
0,-27283,0,27314,100252120,45349,0.0004523495363,97005298,-27602,1
0,-26179,0,26178,100276071,41698,0.0004158320084,97032900,-27387,1
4203335,279448,294715,835609,9811719,3561158,0.3629494485,1097023,98039,1
3431656,317950,490280,548436,9843033,3590511,0.3647768935,1120400,214162,1
1946041,1499167,5454,1124744,43967525,4360572,0.09917710856,35254440,1298475,1
1563033,2382773,93924,262269,44711598,6403120,0.1432093749,33955965,1932833,1
0,8357255,20062,7772,30923913,25523918,0.8253780173,5049995,5681564,1
0,-203679,20670,69884,16578080,16859649,1.016984416,-631569,-203679,0
3134293,24540053,119428,2075957,68523250,9458011,0.1380263049,51964747,21491797,1
2657992,8456409,33420,2111681,42555290,5424818,0.1274769365,30472950,8446411,1
-4132133,-10236552,4222539,5122333,185819826,143222288,0.7707589178,10611979,-6242101,1
-3981420,-15415927,7344999,8175516,197346850,150906358,0.7646757878,14454933,-18538509,0
0,-1074436,2403,21968,8825355,1264121,0.1432374108,7336801,-1111440,1
4082894,8068719,628,101285,15568503,893392,0.05738457962,8473291,8066795,1
189015,137074,7218,111747,6014368,1117468,0.1857997382,2870664,107622,1
393390,385258,503069,61332,8170020,3380742,0.4137984974,2763042,244218,1
1163283,2748957,33020,1161006,18403485,1101142,0.05983334135,10749349,2710703,1
646955,4483795,113165,666231,15981600,1515554,0.09483118086,6312892,4436458,1
1776553,114557,55570,435405,18398835,8757431,0.4759774736,-6532967,-330745,0
1832851,92313,145550,537561,19587177,9615028,0.4908838063,-6202222,-53619,0
1606695,-654304,466218,2241145,42345497,2437299,0.0575574541,1096582,-741714,1
1536334,1842424,441539,899780,41954119,1304207,0.03108650667,2276408,1488245,1
1823053,1125766,298297,1015179,42269899,1302028,0.03080272323,2156255,1059673,1
1606695,-654304,466218,2241145,42345497,2437299,0.0575574541,1096582,-741714,1
10425858,4850457,453174,2494701,35748289,27413004,0.7668340155,4396984,2634251,1
4951166,1423713,374853,3583024,23573091,17872056,0.7581549658,1762734,79909,1
614008,1391892,198825,494384,16997331,3338480,0.1964120132,12734313,1358380,1
591195,-1046240,37870,514768,15744028,3443557,0.2187214733,11375933,-1098228,1
3566208,626838,2086589,2135981,146174902,21972648,0.1503175148,106778144,374222,1
3361877,1025334,596636,1428418,146077818,23750216,0.162586054,106399620,1145551,1
492742,749396,1010512,127281,33514113,7682106,0.2292200304,14030409,700821,1
3139780,3075028,5899001,386087,30834650,5704726,0.1850102401,13329588,3025388,1
6609000,814495,4465246,5470148,56878392,19384280,0.3408021802,-27869845,301102,0
6089692,-1766120,3258984,5413372,55414741,18221731,0.3288246173,-28170947,-1904585,0
594828,617311,1436695,1184476,43499322,3069129,0.07055578935,15137374,337351,1
746683,-1271470,1363278,1958553,42529794,3141946,0.07387635125,14800023,-1222726,1
-13674,-1679794,32213,1014347,8088117,7814141,0.9661261082,-1968771,-1523202,0
1099248,-600794,39169,891502,8709390,6912212,0.7936505312,-445569,-446115,0
218254,368516,410766,234999,11082742,1792877,0.1617719694,657063,312908,1
126211,851446,363218,208501,11146348,2169391,0.1946279625,344155,819468,1
2867595,334738,167448,683382,4649711,3056504,0.657353543,895194,196877,1
2572250,363111,221725,552226,3772082,2435063,0.6455487977,720411,220938,1
266811,-34407,30169,260411,20009742,1135846,0.05676464994,15057908,-41269,1
261224,197959,118040,211402,19239738,1128540,0.05865672391,15099177,164605,1
2529754,206742,107838,1639843,5776885,4891270,0.8466967925,-499137,-115233,0
2085750,-264653,154078,1751434,6135721,5134873,0.8368817617,-383904,-384789,0
16697791,1763139,1161021,3064124,54678441,46180165,0.8445772073,771326,963016,0
12940248,265484,688158,2964829,48607247,41071987,0.8449766143,-75153,116532,0
10233,65651,31657,61170,15750054,1505974,0.095617069,10490383,84296,1
1371,190287,503,54030,15704105,1544321,0.09833868278,10406087,169907,1
259537,-51281,6722,299510,8104635,346189,0.04271494028,4946336,-66129,1
248795,-3282,3540,266562,8482464,657889,0.07755871407,5012465,-37459,1
258243,-11920,150489,263219,7712419,241422,0.0313030192,4904093,-31185,1
266778,48625,24503,248071,8061890,559708,0.06942640001,4935278,14970,1
448208,134987,138590,334177,4003820,361284,0.09023482574,1348713,31708,1
437353,-410730,105760,980301,4048030,437202,0.1080036462,1317005,-501574,1
1979301,4809825,221142,1685896,12590497,614870,0.0488360388,7052913,4222056,1
1782284,-21094,769251,1747020,12719689,206638,0.01624552298,2830857,-17214,1
5063370,2108552,4967914,3097437,22917916,10888887,0.4751255306,10379029,1562601,1
6676126,3592257,12850856,3556313,29553417,17586989,0.5950915591,10316428,1678569,1
39328154,33635939,767598,5461933,75853487,26051185,0.3434408361,49727302,22370259,1
24552260,19179428,548623,4251009,54292633,24860590,0.4578998775,29357043,11344441,1
2058790,526998,182608,759435,15474746,14417867,0.9317029824,481656,346344,1
1531599,161931,95368,749370,19416947,18706412,0.9634064511,150347,97361,1
20914417,167268,867507,12082921,125469970,13476462,0.1074078682,72226850,155505,1
20782696,-435867,709892,13789504,124610049,13968219,0.1120954458,72071345,-651309,1
1350252,1408190,33370,859860,29887515,13389320,0.4479904067,16450195,1200339,0
1337219,341521,104079,800053,28720228,13507355,0.47030807,15164873,239724,0
37266976,19056611,9245579,15462198,68534715,38860407,0.5670178537,27186646,12292223,1
18924988,4776714,8765461,12552200,49443448,30785891,0.6226485459,16169895,2550942,1
295779,36505,553867,215552,5948949,4356003,0.7322306848,522600,25714,1
537099,62767,653544,334481,4445450,2878218,0.6474525639,499592,27043,1
890610,111026,1401,705957,4522039,1809133,0.4000701896,1721616,58312,1
1879369,452463,4526,223887,2688560,33966,0.01263352873,1669135,303150,1
9927,5414620,196840,71856,16391370,1019750,0.06221261554,12222348,5068717,1
11968,4172299,255810,67240,12797798,665929,0.05203465471,9400672,4447296,1
5844343,1638766,533686,2202561,7363695,1109461,0.1506663435,5061154,1089361,1
5797714,1977201,915002,1790662,7702318,1546349,0.2007641076,4962889,1202831,1
30056422,5167013,1843780,5357484,56092058,26199485,0.4670801168,26694369,3159929,1
28621526,4033037,4156263,4998889,55260743,26728101,0.483672487,25334438,2440951,1
5360430,1252726,703015,1714301,104265416,50062272,0.4801426391,627370,627370,0
7145537,9000232,698132,1836543,85322485,35658106,0.4179215596,8116684,8116684,1
360159,-593750,211000,913071,4504486,111478,0.02474821767,-3883669,-596597,1
0,-982945,60894,909991,2871062,1553136,0.5409621945,-3287072,-1006763,0
2006170,547841,456892,2242992,17350861,11565008,0.6665379891,4133174,-87035,0
2270279,272105,114317,1866462,15467816,10494928,0.6785009597,4220209,425152,0
277855,261969,358696,171659,17265337,1811351,0.1049125771,11925536,192302,1
286790,-65449,167016,405566,17172203,1910519,0.1112564882,11733234,-100592,1
1264005,1475000,18869841,521876,112913293,3666881,0.03247519316,36522905,5735885,1
1124933,4157063,19559349,284924,111036733,7526206,0.06778122696,30787020,30787019,1
3097630,220752,3438434,2964359,189956016,37294606,0.19633285,20193254,132663,1
5495878,4830420,2824182,3148364,173662688,33066831,0.1904083795,20003409,3871597,1
644476,488460,1564904,190166,5133487,2377147,0.4630667225,248354,441166,1
184543,-1171,52690,171908,5078146,2762972,0.5440906977,-192812,-218863,0
267668,137782,116163,126891,2224689,836868,0.3761730291,287821,92741,1
1007615,490248,285138,506811,2268217,973137,0.429031702,195080,318337,1
6282385,1072562,1687394,886103,12271152,5808768,0.4733677816,4993930,617661,1
5946827,888266,1410637,800835,12101566,6156843,0.508764155,4528753,524839,1
9931630,2694341,252217,1871491,16980197,5196962,0.3060601712,10298235,1794591,1
8487830,1525717,108760,1758288,16314444,4825799,0.2957991704,10003645,975753,1
0,16391727,5947489,0,59788747,5108069,0.08543529103,50849117,16109900,1
0,4914558,6049488,0,39611940,1041162,0.02628404466,34739217,4786415,1
42765460,7850512,1138879,24759865,51751628,41751216,0.8067614028,-18117622,5297089,1
37056113,5873381,1919345,27943040,50850765,46147442,0.9075073305,-23414711,2562895,0
16611826,1769411,3050264,5078833,84913290,32844802,0.3868040209,588637,588637,1
17026913,8296391,5995087,5640296,84641076,31148923,0.3680118977,6066278,6066278,1
164554,2200657,516066,606344,31299430,3167759,0.1012082009,15742946,2180714,1
302662,687913,199158,783829,30958305,3539982,0.1143467641,14068466,638250,1
1020867,334234,759106,676977,21104784,2184530,0.103508759,18918885,193728,1
960525,441439,104856,923209,21001606,2275080,0.1083288583,18725157,-4154,1
0,42430,0,0,16028557,4029767,0.2514117147,11995790,1135700,1
0,0,0,0,14881799,4018709,0.2700418814,10860090,0,1
2090980,560739,406010,1185829,13157762,5591025,0.4249221866,5694239,374629,1
2198846,550851,132550,1155933,14218646,6826537,0.4801116084,5552605,329939,1
58346,51041,5738,7305,41063224,40529030,0.9869909387,524194,34198,0
156554,142853,5738,13701,41278138,40778142,0.9878871474,489996,95711,0
252254,358947,595475,314357,23321445,16707883,0.7164171431,5561562,335959,0
156876,5278242,1580704,50339,19351571,13073968,0.6756024097,5225603,5223956,1
3366050,698711,148310,465650,6522319,1424557,0.2184126535,3249224,468136,1
3171967,567238,305771,429302,5702045,1056961,0.1853652505,2833005,380049,1
4115813,1510259,167733,2697267,15970891,7170264,0.4489582954,3982512,953747,1
4478546,817765,581179,3020236,13920680,7038649,0.5056253717,3028765,300194,1
746728,508728,1265346,180509,8463910,1463566,0.1729184266,6580358,307975,1
163106,-148223,1048281,171188,8096361,1403992,0.1734102518,6272383,-145718,1
825262,319842,46937,359939,4820934,1870992,0.3880974102,79044,252259,0
738810,450190,112061,244813,4939472,1907273,0.3861289223,206321,379536,0
1822260,-83761,210360,1149306,10429722,10027811,0.9614648406,-491225,-86911,1
806664,-989279,65987,854724,10365992,9877170,0.9528436835,-404314,-1002406,0
57349,-71346,2995063,149100,13264219,3105109,0.2340966325,7864515,-157065,1
5436923,5383337,858035,57862,13634108,3317934,0.2433554142,8021579,5337921,1
445111,-173290,91304,374959,6469142,3651486,0.5644467226,545291,-184761,1
800662,3328,182092,429910,5671055,3441294,0.6068172501,730052,-2580,0
6920247,6501804,27372581,677318,135937389,71585747,0.526608224,21641826,6343833,1
11556971,10695565,7534773,962741,65412990,5219594,0.07979445673,17483796,7352369,1
927611,312151,343881,724973,6321204,649170,0.1026972077,390247,237220,1
935058,168835,402645,786451,5837748,662210,0.113435866,184654,110680,1
5467603,672115,1374656,1637732,13855884,8470898,0.6113574565,893308,495254,1
5539742,328266,1114279,1636144,13997845,9000685,0.6430050483,666622,268568,0
377,-127692,6984262,224278,16939200,4708317,0.2779539175,12020883,-194381,1
5400000,5383424,5027004,351544,17020946,4595682,0.2700015616,12215264,5316146,1
419,146591,1404846,7187,25840559,24972,0.0009663877627,1074717,79390,1
294,573202,211888,13510,14835477,73461,0.004951711361,1039649,567830,1
4719490,1293078,1470215,2827382,11117541,2104402,0.1892866417,1924475,877616,1
4336092,1262560,1144178,3587589,10506403,1985314,0.1889622928,1864396,855936,1
0,683452,0,0,3570430,1171341,0.3280672076,-1432009,683252,1
0,-2072240,0,6978,2838192,540715,0.1905138905,-2115261,-2115261,0
99433,75096,308296,166420,4831541,3141669,0.6502416103,1015284,69817,0
179671,204760,90108,133796,4429949,2809894,0.6342948869,945467,195582,0
3389857,104332,816604,0,2352173,1103833,0.4692822339,1004438,66928,1
3447589,260609,531272,0,2626134,625759,0.2382814434,1675979,147423,1
490790,56656,22244,204001,5156406,1974503,0.38292233,1998158,132321,0
517577,193408,41415,191431,5012114,2412532,0.4813402089,1882577,167396,0
8159385,1710859,1506559,460692,73691282,35688886,0.4843026886,14711508,1150984,0
5718737,1789049,1909594,424622,70211081,33359669,0.4751339607,13560524,1353816,0
738379,4055033,218152,674951,27179406,155188,0.005709764224,26997218,4008283,1
