Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
151656,900356107,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3760256,0,3760256,232005,0,595813,211016,0,3185432,96402,0,,3281834,70764,3211070,0,3211070
151656,900356107,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3014476,0,3014476,448727,0,600628,12413,0,2850162,88113,0,,2938275,161887,2776388,0,2776388
151675,900353867,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,21470643,10361131,11109512,268301,5740459,4143095,654106,,840153,,,,840153,479511,360642,,360642
151675,900353867,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,18195330,8270788,9924542,273170,5513486,3967479,624297,,92450,,,,92450,256111,-163661,,-163661
151731,900356028,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7817306,6045190,1772116,88180,336936,776855,157466,,589039,,246203,,342836,162361,180475,,180475
151731,900356028,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7701505,6083220,1618285,53924,306913,756425,34614,,574257,,513504,,60753,30373,30380,,30380
151755,860068255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,158939577,142235427,16704150,470173,,6167446,97302,,10909575,391352,7860918,,3440009,1206559,2233450,,2233450
151755,860068255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,179336374,164031785,15304589,611344,,7114907,430083,,8370943,526980,5312064,,3585859,1178091,2407768,,2407768
151793,830061474,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,72730703,51212288,21518415,171687,,10288240,43810,,11358052,257058,145714,,13292564,3580679,9711885,,9711885
151793,830061474,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,43860666,31129429,12731237,1134718,,8615288,34353,-55435,5160879,228825,465,,5389239,1443228,3946011,,3946011
151794,800168533,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17328983,11925691,5403292,187257,1921540,880089,622780,94807,2260947,46436,2547346,,3517314,175252,3342062,,3342062
151794,800168533,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,20864883,14062147,6802736,77068,1892696,616218,634331,494201,4230760,626567,2519179,,3031644,225624,2806020,,2806020
151820,900624440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,863310,0,863310,22646,0,1262336,251946,253,-628073,46226,187699,,-769546,341920,-1111466,0,-1111466
151820,900624440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,932226,0,932226,0,0,1323243,216372,7434606,6827217,50695,152505,,6725407,535190,6190217,0,6190217
151823,900724947,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2316888,1899848,417040,29,258626,68104,16136,,74203,211391,28929,,256665,92035,164630,,164630
151823,900724947,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2198924,1792123,406801,195,159920,69059,27385,,150632,47034,72546,,125120,57074,68046,,68046
151851,800031524,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9820159,7251774,2568385,202114,778796,1093352,598484,,299867,,,,299867,130916,168951,,168951
151851,800031524,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8380360,6489167,1891193,248202,691438,1137729,513368,,-203140,,,,-203140,34756,-237896,,-237896
151887,800157021,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6705614,4234270,2471344,138929,176883,1429507,290975,,712908,224,132761,,1673758,321802,1351956,,1351956
151887,800157021,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,18527101,14855026,3672075,940733,312192,1726091,790518,,1784007,3251,207431,,2553554,709500,1844054,,1844054
151915,860502327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,40514478,,40514478,98274,,39857542,52663,,702547,69057,580638,,190966,69559,121407,,121407
151915,860502327,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,42988240,,42988240,77103,,41408914,410099,,1246330,144958,517098,,874190,283928,590262,,590262
151935,900071212,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,975373,579264,396109,8259,0,163259,0,0,241109,10,87464,,153655,46033,107622,,107622
151935,900071212,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,254865,0,103431,0,0,151434,602,41333,,110703,25427,85276,,85276
151936,830026921,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,258384,,258384,0,0,63445,254505,0,-59566,,20372,,-79938,,-79938,,-79938
151936,830026921,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1180729,599990,580739,40372,0,61078,152808,,407225,,33068,,374157,34309,339848,,339848
151978,900059812,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11035034,3156028,7879006,433495,573592,2275625,278019,0,5185265,0,207732,,4977533,97849,4879684,0,4879684
151978,900059812,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10764938,5244058,5520880,28500,546912,2355885,296335,,2350248,0,60789,,2289459,98789,2190670,0,2190670
151992,900189197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11831,0,11831,0,0,147130,3573,,-138872,0,0,,1395572,28755,1366817,,1366817
151992,900189197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,31242,0,31242,0,0,68456,18683,,-55897,15178,0,,8397291,68867,8328424,0,8328424
152032,890300208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,150743615,126082145,24661470,10211707,9613608,6596482,10286576,,8376511,5069792,9233617,,4212686,852257,3360429,,3360429
152032,890300208,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,141746249,120124292,21621957,631375,9016941,4993029,1845851,,6397511,1483949,6283523,,1597937,968096,629841,,629841
152035,890107433,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3075040,2570072,504968,183,,284218,47235,,173698,,,,173698,62783,110915,,110915
152035,890107433,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3876969,3356658,520311,6307,,291018,31790,,203810,,,,203810,80835,122975,,122975
152037,860501651,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,17259,398415,0,-415674,0,11925,,-660003,886,-660889,0,-660889
152037,860501651,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,96,0,10527,227844,,-238275,1434,21598,,-603175,115439,-718614,0,-718614
152060,900806708,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17058033,13976010,3082023,1227645,657127,734825,27668,4244394,7134442,33253,6855856,,311839,-1772803,2084642,,2084642
152060,900806708,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16372622,12238600,4134022,30237,474674,845522,2051731,7223441,8015773,92158,6546541,,1561390,2965127,-1403737,,-1403737
152067,890905686,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,18174519,,18174519,64950,,4618455,1265981,,12355033,65367,2080721,,10339679,-463500,10803179,,10803179
152067,890905686,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13431401,,13431401,4159,,1210501,733534,,11491525,55033,1357008,,10189550,568151,9621399,,9621399
152091,811000328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1436683,813980,622703,133045621,82771,342808,10477211,,122765534,,,,124702001,12622431,112079570,,112079570
152091,811000328,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1446304,810557,635747,413783,50862,369772,129450,,499446,,,,4136206,576846,3559360,,3559360
152136,830116311,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,42207369,38589821,3617548,1355666,,873338,4302160,,-202284,1507972,613084,,692604,441443,251161,,251161
152136,830116311,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,19180593,17022173,2158420,27658130,,696460,19684954,,9435136,210643,475414,,9170365,1141788,8028577,,8028577
152152,900623029,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,0,,7148,,,-7148,,,,-7148,187,-7335,,-7335
152152,900623029,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,0,,7521,,,-7521,,,,-7521,291,-7812,,-7812
152156,890106364,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,,9568,,,-9568,,18337,,-27905,20,-27925,,-27925
152156,890106364,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,,10671,,,-10671,,10671,,-21342,220,-21562,,-21562
152202,900626402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11942687,6580413,5362274,0,1817518,3458793,,7754,93717,33343,24602,,-209598,55050,-264648,,-264648
152202,900626402,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8239253,4973356,3265897,1407299,1278474,3043201,,,351521,39018,88058,,35044,112361,-77317,,-77317
152226,800142931,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7765870,2530500,5235370,107427,302703,696035,4341299,,2760,0,0,,2760,8323,-5563,0,-5563
152226,800142931,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7343155,2410594,4932561,132429,143007,709219,4354630,,-141866,0,0,,-141866,38497,-180363,0,-180363
152238,830058737,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31364681,24689850,6674831,267975,,4208420,372497,115278,2477167,104522,52361,,3234279,977135,2257144,,2257144
152238,830058737,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,22879544,18173205,4706339,337655,,3837843,183324,,1022827,96833,12865,,2065386,654357,1411029,,1411029
152243,900485025,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1691388,,1691388,848300,,2071615,443694,,24379,,,,24379,-43060,67439,,67439
152243,900485025,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1925385,,1925385,22799,,1643914,1296075,,-991805,,,,-991805,-39872,-951933,,-951933
152248,900484728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,38769421,22822628,15946793,54502,,4752742,1334844,,9913709,,,,9913709,839524,9074185,,9074185
152248,900484728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,29057036,20674088,8382948,84629,,2644785,462842,,5359950,,,,5359950,445281,4914669,,4914669
152310,900438232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9859797,,9859797,74295,,2464993,2995999,,4473100,271247,533435,,5930567,62707,5867860,,5867860
152310,900438232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11315962,,11315962,25724819,,2394232,2936913,,31709636,147960,857809,,30999787,186148,30813639,,30813639
152360,830068550,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,16728963,12691523,4037440,58938,999458,1338922,104593,,1653405,539703,612760,,1580348,468799,1111549,,1111549
152360,830068550,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11943893,9153553,2790340,101774,917140,1087273,69599,,818102,393727,557382,,654447,251464,402983,,402983
152401,800034638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1574186,158922,1415264,151518,659201,397034,66875,,443672,,,,443672,146016,297656,,297656
152401,800034638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1719334,228316,1491018,24571,642913,343947,64478,,464251,,,,464251,157600,306651,,306651
152461,890103075,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,39843024,25830593,14012431,311688,4351041,3058897,3178996,,3735185,,,,3735185,910675,2824510,,2824510
152461,890103075,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,37491473,25072897,12418576,599831,4355330,2865932,3827569,,1969576,,,,1969576,600928,1368648,,1368648
152463,900295495,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2590894,1763984,826910,4099,,598864,69622,,162523,,,,162523,83246,79277,,79277
152463,900295495,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1003054,779965,223089,1950,,674135,88615,,-537711,,,,-537711,20517,-558228,,-558228
152476,900599747,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14169848,8041066,6128782,78195,2024841,2524033,48326,,1609777,1179,179789,,1431167,544261,886906,0,886906
152476,900599747,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5983030,3275762,2707268,6591,753897,910230,8918,,1040814,14377,105046,,950145,341987,608158,0,608158
152477,890905032,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,314493660,221623462,92870198,9625561,81417205,23620107,2457397,,-4998950,8892317,8882690,,-4989323,-2077061,-2912262,-3397875,-6310137
152477,890905032,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,287543821,191746020,95797801,6384567,72466176,23602720,2545493,,3567979,5451289,5913916,,3105352,5044557,-1939205,,-1939205
152523,860503363,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2040060,,2040060,1890915,4109,1113255,188,,2813423,96231,25124,,2884530,109957,2774573,,2774573
152523,860503363,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1445142,,1445142,110671,25379,1661611,24553,,-155730,24176,19873,,-151427,70234,-221661,,-221661
152583,900261925,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13662021,391157,13270864,266225,,3127251,109031,,10300807,,543070,,9757737,905152,8852585,,8852585
152583,900261925,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7672131,6660369,1011762,109712,,3114488,26996,,-2020010,,648172,,-2668182,-341132,-2327050,,-2327050
152591,800199514,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4519199,333827,4185372,11159180,147233,4127139,5204310,,5865870,4810238,1065769,,26377535,-88279,26465814,,26465814
152591,800199514,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5330568,150315,5180253,11073479,59664,3391706,4144353,,8658009,7840965,1090660,,29731368,3158507,26572861,,26572861
152613,890919322,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2176019,181495,1994524,436156,0,2858150,25230,0,-452700,25157,35829,,-463372,13615,-476987,0,-476987
152613,890919322,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2442629,385188,2057441,174185,0,2504815,11576,0,-284765,24571,4501,,-264695,-390670,125975,0,125975
152618,900481195,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9240194,,9240194,2465045,,4151491,5539787,,2013961,,,,2013961,12166,2001795,,2001795
152618,900481195,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7584574,,7584574,1231292,,3639441,3486479,,1689946,,,,1689946,106176,1583770,,1583770
152624,800188715,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3137699,2840543,297156,0,0,159019,7312,9674,140499,9225,14282,,141908,91775,50133,,50133
152624,800188715,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15744793,15518973,225820,0,0,91340,778,34586,168288,226,57878,,116445,63095,53350,,53350
152647,900482962,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,597000,569670,27330,53,,,,,27383,,,,27383,20784,6599,,6599
152647,900482962,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,894000,833197,60803,0,,,29288,,31515,1919,307,,33127,8219,24908,,24908
152676,900508501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7600226,6398933,1201293,1,,609679,,,591615,1114,142573,,450156,160580,289576,,289576
152676,900508501,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4740283,3443367,1296916,18,,828581,,,468353,351,162970,,305734,114906,190828,,190828
152681,830511142,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1608309,,1608309,110911,,280071,47350,,1391799,,,,1391799,-75907,1467706,,1467706
152681,830511142,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1536392,,1536392,178668,,264107,56490,,1394463,,,,1394463,106453,1288010,,1288010
152699,890938441,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,570860,,570860,3,,371815,375,,198673,186,121531,,3018411,24101,2994310,,2994310
152699,890938441,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,531507,,531507,54012,,295998,3978,,285543,482,926669,,1381005,98461,1282544,,1282544
152716,800251710,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,90097349,66115797,23981552,4743770,17508259,3016150,,,8200913,,5047848,,3153065,967354,2185711,,2185711
152716,800251710,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,85203196,61528973,23674223,3341375,16066214,2334581,,,8614803,,4987082,,3627721,1197148,2430573,,2430573
152772,860528410,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9553242,5938527,3614715,93836,1963485,831454,198799,,714813,240119,,,954932,325232,629700,,629700
152772,860528410,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9219968,5451644,3768324,60613,1848848,922702,347412,,709975,95695,,,805670,280290,525380,,525380
152795,804003509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2432152,1567004,865148,52558,,450324,367195,,100187,,,,100187,49875,50312,,50312
152795,804003509,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4212740,3310475,902265,224787,,452156,270810,,404086,,,,404086,81166,322920,,322920
152855,860066155,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,51991,,51991,45462,,585348,44953,,-532848,4140004,13508,,3593648,870730,2722918,,2722918
152855,860066155,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,52233,,52233,8622,,780674,27244,,-747063,2704353,500877,,1456413,445857,1010556,,1010556
152881,900472232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,145000,4334,140666,68305,,122536,4612,,81823,,,,81823,27936,53887,,53887
152881,900472232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,126000,58026,67974,90462,,135321,17279,,5836,,,,5836,59781,-53945,,-53945
152894,900808504,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,44,,23662,5,,-23623,0,108,,1021824,47,1021777,,1021777
152894,900808504,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,2,,17711,21,,-17730,0,0,,1869200,109,1869091,,1869091
152896,900671438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17176687,15257211,1919476,60001,,287274,92630,,1599573,,187016,,1412557,488316,924241,,924241
152896,900671438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1819888,1434840,385048,480001,,237766,423592,,203691,,10507,,193184,58604,134580,,134580
152909,900437004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6025250,4193538,1831712,18452,,717096,237474,,895594,1160023,1824980,,230637,284145,-53508,,-53508
152909,900437004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7131569,4448791,2682778,48363,,580059,469059,,1682023,316708,1016953,,981778,636575,345203,,345203
152962,800021595,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,5307245,0,33284,0,,5273961,0,10146,,5263815,14009,5249806,,5249806
152962,800021595,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,2628938,0,35792,1396,,2591750,4659,6833,,2589576,37699,2551877,,2551877
152965,830146811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10655277,7770433,2884844,237991,,2625701,94125,,403009,,,,403009,175610,227399,,227399
152965,830146811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,10755843,7826026,2929817,318811,,2549875,105998,,592755,,,,592755,248180,344575,,344575
152985,811007707,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15141233,6622230,8519003,594658,5582089,1924233,293920,,1313419,,632556,,680863,118856,562007,,562007
152985,811007707,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13300807,6011546,7289261,748253,4774350,1674725,176897,,1411542,,597450,,814092,72671,741421,,741421
152993,817000809,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,23620919,14086062,9534857,7302275,6022037,3636175,6643344,,535576,137430,222132,,450874,271647,179227,,179227
