Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
150296,860072491,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2664222,2060938,,,,,1000000,,,,,5725160,,,6549638,,,,1410669,,,,1587703,,,,2181213,,,11729223,17454383,,,,,24510,1848719,1848719,,,,,1873229,,,,,56985,,1935727,1935727,,1992712,3865941,4000,,,,,,12588276,996166,13588442,17454383
150301,860528096,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,247341,195673,,,,,,592,,,,443606,1029022,,2864009,,,,,,,,1106841,,,,,,,4999872,5443478,,,,315070,,,,,,,,315070,,,,1661396,256523,5201,,,,1923120,2238190,210250,,,,,,1876574,1118464,3205288,5443478
150301,860528096,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,75816,160618,,,,,,,,,,236434,934542,,2758098,,,,213661,,,,1321977,,,,,,,5228278,5464712,,,,,,,,,,,,,,,,1751582,218570,16818,,,,1986970,1986970,210250,,,,,,1876574,1390918,3477742,5464712
150311,900365409,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,230347,4395551,3798387,266947,,,,,,,,8691232,187510,,,,46419,215339,,,,,,,49425,,,,,498693,9189925,366780,,366780,5210406,1366197,593877,593877,,18308,,,7555568,,,,,11167,,116538,116538,,127705,7683273,2284615,2761111,,,,,28331,-3567405,1506652,9189925
150311,900365409,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,104028,4395621,4344623,207224,,,,,,,,9051496,227539,,,,0,,,,,,,,129467,,,,,357006,9408502,365537,,365537,6416646,1319227,581043,581043,,9115,,,8691568,,,,,93173,,392145,392145,,485318,9176886,2284615,2761111,,,,,28330,-4842440,231616,9408502
150381,830138169,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,482960,,,4899,,,,,,,,487859,87000,,1487763,,,,7860294,,,,,,,,446531,,,9881588,10369447,,,,284,6736,,,,,,,7020,,,,,73776,,,,,73776,80796,150000,,,,,,160281,9978370,10288651,10369447
150381,830138169,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,593534,,,6877,,,,,,,,600411,87000,,1487763,,,,6859246,,,,,,,,446531,,,8880540,9480951,,,,220,6998,160300,160300,,,,,167518,,,,,73776,,,,,73776,241294,150000,,,,,,-179333,9268990,9239657,9480951
150394,830080611,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,82406,1001186,,60783,,,282761,,,,,1427136,5790824,,,,,,,,,,8412679,,,,,,,14203503,15630639,,,,10630,129732,,,,,,,140362,,,,9900000,,6272,,,,9906272,10046634,126480,,,,,123615,950917,4382993,5584005,15630639
150394,830080611,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,226730,814202,,,,,84857,,,,,1125789,6371060,,,,,,,,,,6691079,,,,,,,13062139,14187928,,,,11803,28974,,,,,,,40777,,,,8250000,26770,,,,,8276770,8317547,126480,,,,,123615,950917,4669369,5870381,14187928
150404,860027143,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,103966,691880,,,,,,43251,,,,839097,851,,3008385,,,,,,,,1300246,,,,463312,,,4772794,5611891,,,,,,728908,728908,,501,,,729409,,,,,51123,57,2259967,2259967,,2311147,3040556,30000,,,,,,16625875,-14084540,2571335,5611891
150404,860027143,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,195521,335220,,,,,,33853,,,,564594,1985,,2897409,,943,,,,,,1505471,,,,463519,,,4869327,5433921,,,,,,698908,698908,,409,,,699317,,,,,45689,11308,2155611,2155611,,2212608,2911925,30000,,,,,,16625875,-14133879,2521996,5433921
150411,830506608,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1101803,128549,,52442,,,,,,,,1282794,,10930704,,,,,359035,,,,383157,,,,,3122303,,14795199,16077993,10996,,10996,217786,3651,,,,,,,232433,,,,4175444,834046,,,,,5009490,5241923,1008076,883710,,,,,328767,8615517,10836070,16077993
150411,830506608,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1169982,14965,,765,,,,,,,,1185712,,10988073,,,,,359035,,,,309551,,,,,4529413,,16186072,17371784,8663,,8663,249015,30960,,,,,,,288638,,,,5696472,964635,,,,,6661107,6949745,1008076,883710,,,,,328767,8201486,10422039,17371784
150415,860072492,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1453379,1848157,,33673,,,1000000,,,,,4335209,,,623636,,,,1332763,,,,2058570,,4122,,2325787,,,6344878,10680087,,,,,5186,181,181,,,,,5367,,,,1774259,,,115604,115604,,1889863,1895230,20500,2115619,,,,,10677182,-4028444,8784857,10680087
150415,860072492,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1498405,1877101,,,,,1000000,,,,,4375506,,,600574,,,,1389527,,,,1758041,,,,2273651,,,6021793,10397299,,,,,7853,190,190,,,,,8043,,,,1324259,1412,,115604,115604,,1441275,1449318,20500,2115619,,,,,10676932,-3865070,8947981,10397299
150452,860521601,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,405808,9020643,8118754,243583,0,0,10999,0,,,,17799787,3169613,0,0,0,371621,1762786,,,0,0,0,0,210474,,,,,5514494,23314281,433224,0,433224,4545514,205925,5985048,5985048,0,306825,,0,11476536,0,0,0,447000,184525,0,2568794,2568794,0,3200319,14676855,2941756,800000,0,0,1479541,0,1380796,2035333,8637426,23314281
150452,860521601,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,328806,9705867,7282406,375687,0,0,0,0,,,,17692766,2042167,0,0,0,336523,1474063,,,0,0,0,0,383139,,,,,4235892,21928658,368584,0,368584,4761510,119888,6092039,6092039,0,609892,,0,11951913,0,0,0,1257000,378161,0,2277002,2277002,,3912163,15864076,2741756,0,0,0,1745284,0,1359175,218367,6064582,21928658
150586,860067949,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,216003,77240,,,,,,,,,,293243,,,1682974,,,,5301351,,,,659684,,,,,,,7644009,7937252,,,,729,47506,,,,902,,,49137,,,,,,,,,,,49137,535,2932382,,,,,2037151,2918047,7888115,7937252
150586,860067949,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,206666,80753,,,,,,,,,,287419,,,1620738,,,,5314534,,,,621998,,,,,,,7557270,7844689,,,,724,38911,,,,1046,,,40681,,,,,,,,,,,40681,535,2932382,,,,,2037151,2833940,7804008,7844689
150643,891904303,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,885748,279255,93573,117608,,,,,,,,1376184,1620212,,,,,,399192,,,,,,64893,,,,,2084297,3460481,149927,,149927,343194,285177,,,,,,,778298,,11954,11954,,198974,,,,283007,493935,1272233,537300,,,,1199187,,148930,302831,2188248,3460481
150643,891904303,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,808887,259784,58921,95847,,,,,,,,1223439,1636222,,,,,,400730,,,,,,69100,,,,,2106052,3329491,145963,,145963,411394,230703,,,,,,,788060,,,,,201489,,,,218410,419899,1207959,537300,,,,1199187,,122694,262351,2121532,3329491
150687,900470587,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1179700,1292339,,76241,,,7128773,,,,,9677053,3782236,,,,,,,,,,,,,,1120800,,,4903036,14580089,,,,9678,137698,,,,,,,147376,,,,2896368,58346,,,,,2954714,3102090,120900,2995406,,,18115425,,,-9753732,11477999,14580089
150687,900470587,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1186926,646563,,,,,7177248,,,,,9010737,3886273,,,,,,,,,,,,,,1129366,,,5015639,14026376,,,,2410961,73427,,,,,,,2484388,,,,191226,66049,,,,,257275,2741663,120900,2995406,,,18123991,,,-9955584,11284713,14026376
150700,832002204,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,391769,6327525,2854151,,,,128000,,,,,9701445,874561,,,,,,,,,,,,11778,,,733,,887072,10588517,55250,,55250,4785645,278825,0,0,,,,,5119720,,,,,41240,,,,,41240,5160960,1418000,,,,,,33921,3975636,5427557,10588517
150700,832002204,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,324379,7495380,2598634,,,,128000,,,,,10546393,960776,,,,,,,,,,,,11778,,,526,,973080,11519473,55853,,55853,6248801,337177,34995,34995,,114813,,,6791639,,,,,35415,,,,,35415,6827054,1418000,,,,,,33921,3240498,4692419,11519473
150791,830047411,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1118626,3413804,1803935,,,,,,,,,6336365,8540701,,,,496031,,355188,,,,,,,,,,,9391920,15728285,,,,4360392,639622,,,,74464,,,5074478,,,,,729894,,,,,729894,5804372,250000,,,,,,191382,9482531,9923913,15728285
150791,830047411,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1645371,3080828,1325584,,,,,,,,,6051783,9031782,,,,586809,,355188,,,,,,,,,,,9973779,16025562,,,,4463333,,,,,73280,,,4536613,,,,,781139,,,,,781139,5317752,250000,,,,,,191382,10266428,10707810,16025562
150830,900438410,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,26614,14,,52315,,,,,,,,78943,149999,,12385012,,,,41004378,,,,,,,,,,,53539389,53618332,10693,,10693,3716705,6282,0,0,,3975,,,3737655,,,,,258015,,3346301,3346301,,3604316,7341971,250000,4150000,,,1212752,,,40663609,46276361,53618332
150830,900438410,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,45258,,,42018,,,,,,,,87276,181538,,12385012,,,,40441670,,,,,,,,,,,53008220,53095496,10725,,10725,3593553,18398,829637,829637,,3853,,,4456166,,,,,220151,,3353690,3353690,,3573841,8030007,250000,4150000,,,1213593,,,39451896,45065489,53095496
150839,800207932,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,576011,6936455,1687128,0,0,0,0,0,,,,9199594,12647002,300000,0,0,174463,,,,0,0,6098771,0,0,0,18835,0,,19260744,28460338,209918,784634,994552,1432485,47928,1120722,0,1120722,2901845,,,6497532,0,0,0,8157754,262227,0,3287008,3287008,180754,11887743,18385275,500000,0,0,0,0,0,0,9575063,10075063,28460338
150839,800207932,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,7429,4773559,1115916,0,0,0,0,0,,,,5896904,13346255,300000,0,0,174463,,,,0,0,6692724,0,46211,0,18835,0,,20599410,26496314,355807,194671,550478,1585466,2289458,26993,0,26993,202456,,,4654851,23984,0,23984,8398600,419258,195725,4376926,4376926,181035,13595528,18250379,500000,0,0,0,0,0,311942,7433993,8245935,26496314
150841,805001306,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,285824,2686533,1070414,414659,,,,,,,,4569508,58891,,,,218300,3241631,,,,,,,,,,,,3518822,8088330,115614,,115614,826161,510303,73965,73965,0,2773,,,1528816,,,,,,,,,1395138,1395138,2923954,600000,,,,,,316415,4247961,5164376,8088330
150841,805001306,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,84951,2603201,936003,378140,,,,,,,,4015976,64411,,,,218987,3034051,,,,,,,,,,,,3317449,7333425,99173,,99173,310059,841610,253730,103004,150726,1081,,,1505653,,,,,,,,,1920328,1920328,3425981,600000,,,,,,316415,2991029,3907444,7333425
150843,900062979,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1010721,6369286,354067,84170,,,,650094,,,,8468338,6069075,4846436,,,56250,,5961918,,,,,,422247,,,,,17355926,25824264,265024,,265024,5929611,300375,807497,807497,,604176,,,7906683,,,,1120583,488076,,731496,731496,1372654,3712809,11619492,5660000,,,,,,400000,8144772,14204772,25824264
150843,900062979,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,717180,7843760,52328,18798,,,,1022785,,,,9654851,4937772,3103065,,,5200,,5652639,,,,,,334879,,,,,14033555,23688406,238901,,238901,5100013,931761,746321,746321,,350933,,,7367929,,,,339036,474417,,574697,574697,2040223,3428373,10796302,800000,,,,,,400000,11692104,12892104,23688406
150866,860402618,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,188884,814205,847792,,,,,,,,,1850881,10345644,,,,,3182126,,,,,2330735,,71810,,,,,15930315,17781196,547046,,547046,3796211,0,391198,391198,,1814920,,,6549375,677817,,677817,1062570,685323,,2251460,2251460,,4677170,11226545,1491765,976198,,,,,945029,3141659,6554651,17781196
150866,860402618,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,565527,1187907,1006226,,,,,,,,,2759660,10894026,,,,,3166098,,,,,1742501,,50422,,,,,15853047,18612707,352281,,352281,4114339,192730,1273248,1273248,,2885291,,,8817889,588638,,588638,602551,633967,,2120508,2120508,,3945664,12763553,1491765,976198,,,,,945029,2436162,5849154,18612707
150873,819005874,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1160870,2521901,34499,14595,,,,,,,,3731865,231161,,,,,,,,,,,,,,,,,231161,3963026,15232,,15232,154594,17609,,,,,,,187435,,,,1247235,,,71158,71158,,1318393,1505828,439000,,,,,,19500,1998698,2457198,3963026
150873,819005874,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2764,1755453,,159478,,,,,,,,1917695,261291,,,,,,,,,,,,,,,,,261291,2178986,9345,,9345,86965,215178,,,,,,,311488,,,,843452,,,83582,83582,,927034,1238522,39000,,,,,,,901464,940464,2178986
150892,860350005,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,543856,18301278,,,,,,123701330,,,,142546464,100114,29267286,,,,,,,,,,,,,,,,29367400,171913864,,,,590526,0,,,,,,,590526,,,,9700,,,,,,9700,600226,120000,39,,,,,1349307,169844292,171313638,171913864
150892,860350005,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,263256,9358157,,,,,,127649911,,,,137271324,182295,30428565,,,,,,,,,,,,,,,,30610860,167882184,,,,5663783,0,,,,,,,5663783,,,,9700,,,,,,9700,5673483,120000,39,,,,,1349307,160739355,162208701,167882184
150940,830146669,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,311842,1551906,5383312,163781,,,,,,,,7410841,2423379,,,60702,46066,,,131000,,,,,,,,68359,,2729506,10140347,10547,,10547,229464,99676,4355006,4355006,,,,,4694693,,,,,,,,,,,4694693,800000,,,,1788547,34835,179679,2642593,5445654,10140347
150940,830146669,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,476812,1504977,5083464,130051,,,,,,,,7195304,2421331,,,60701,33222,,,75000,,,,,,,,68359,,2658613,9853917,9787,,9787,182517,43415,4240559,4240559,,,,,4476278,,,,,,,,,,,4476278,800000,,,,1788547,34835,179679,2574578,5377639,9853917
150962,900770027,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,33178,121008,,15471,,,16029,,,,,185686,13480955,,,,,36211129,,,,,,,,,,,,49692084,49877770,,,,5466,124477,,,,42489,,,172432,,,,,,,,,,,172432,6375600,,,,28133999,9724027,312754,5158958,49705338,49877770
150962,900770027,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,22174,35483,,15631,,,,,,,,73288,13988986,,,,,34163315,,,,,,,,,,,,48152301,48225589,,,,131301,86997,32072,,,29700,,,280070,,,,,,,180000,,,180000,460070,6375600,,,,28179894,10082484,221718,2905823,47765519,48225589
150974,811024630,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3456355,211505,8264396,450601,,,,269442,,,,12652299,17173,,,,,,,,,,1410306,,782919,,,,,2210398,14862697,25691,,25691,521335,27150,1241137,,,3220399,,,5035712,,,,20811781,,,,,,20811781,25847493,296092,1767545,,,571804,,10708,-13630945,-10984796,14862697
150974,811024630,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,41252,211505,,409475,,,,,,,,662232,72802,,,,,,111011,,,,1433503,5150218,1520399,,,,,8287933,8950165,,,,507238,74,,,,,,,507312,,,,16724453,337076,,1347691,,2394193,20803413,21310725,296092,1767545,,,571803,,10708,-15006708,-12360560,8950165
150979,900328866,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1397819,299559,31554,0,0,0,0,162722,,,,1891654,20860,0,0,0,166251,0,0,0,0,0,0,0,0,0,0,0,,187111,2078765,17964,0,17964,472286,99800,169629,169629,0,30307,,0,789986,0,0,0,0,0,0,0,0,0,0,789986,300000,0,0,0,0,0,154750,834029,1288779,2078765
150979,900328866,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1106338,196781,65512,0,0,0,0,135895,,,,1504526,26695,0,0,0,48273,0,0,0,0,0,0,0,0,0,0,0,,74968,1579494,44282,0,44282,156925,68803,64302,64302,0,18368,,0,352680,0,0,0,0,0,0,0,0,0,0,352680,300000,0,0,0,0,0,148554,778260,1226814,1579494
151166,830119208,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,338378,485875,,,,,,,,,,824253,0,,2660086,,,,71553478,,,,,,,,,,,74213564,75037817,,,,245899,2213,,,,,,,248112,,,,,16664,128022,,,,144686,392798,125000,826675,,,,,887495,72805849,74645019,75037817
151166,830119208,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,26445,260162,,,,,,,,,,286607,,,4151261,,,,71553478,,,,,,,,,,,75704739,75991346,,,,1268258,5831,,,,,,,1274089,,,,,124528,19770,,,,144298,1418387,125000,826675,,,,,648607,72972677,74572959,75991346
151168,830119224,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,386236,23208,,43204,,,,,,,,452648,4838,,6758475,,,,71553478,,,,,,,,,516684,,78833475,79286123,,,,366708,377,,,,,,,367085,,,,,105367,31587,,,,136954,504039,200000,1212000,,,,,1846251,75523833,78782084,79286123
151168,830119224,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,200818,182929,,38216,,,,,,,,421963,4838,,6758475,,,,71553478,,,,,,,,,669642,,78986433,79408396,,,,428845,602,,,,,,,429447,,,,,108348,68374,,,,176722,606169,200000,1212000,,,,,1553002,75837225,78802227,79408396
151172,900525002,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6336,41515949,,,,,,,,,,41522285,,,,,,,61192326,,,,,,,,5000,,,61197326,102719611,,,,5851523,162070,,,,18333773,,,24347366,,,,,,,,,14337912,14337912,38685278,70000,,,,,,30000,63934333,64034333,102719611
151172,900525002,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,54047,40539251,,,,,,,,,,40593298,,,,,,,53734347,,,,,,,,5000,9993040,,63732387,104325685,,,,8026199,413470,,,,14026222,,,22465891,,,,,,,,,14337912,14337912,36803803,70000,,,,,,30000,67421882,67521882,104325685
151187,830127783,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1215539,24324,8010130,126802,,,344205,153565,,,,9874565,4791,,23338348,,879264,,40954352,,,,,,990803,,291221,,,66458779,76333344,0,,0,337400,116204,410678,,410678,1272383,,,2136665,,,,,354791,,12218612,12218612,,12573403,14710068,8000000,,,,,,4812439,48810837,61623276,76333344
151187,830127783,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,884358,1107933,8009720,12500,,,335928,968849,,,,11319288,8184,,24648607,,6570875,,35358587,,,,,,830254,,2619000,,,70035507,81354795,12983,,12983,69607,18030,570000,,570000,1581367,,,2251987,,,,,949316,,13197306,13197306,,14146622,16398609,8000000,,,,,,2443398,54512788,64956186,81354795
151202,824006708,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,820092,5553544,650005,1513128,,,,,,,,8536769,7138462,,,,,,4255896,,2254042,,2533280,,706398,,,,,16888078,25424847,256553,628135,884688,4238085,,32995,32995,,120245,,,5276013,,,,,740732,,10146176,10146176,389394,11276302,16552315,6318000,,495000,,,,616930,2432602,8872532,25424847
151202,824006708,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,10009,6740626,858504,142096,,,,1582609,,,,9333844,7406025,,,,,,3114506,,2135736,,4319711,,845116,,,,,17821094,27154938,,,,6451032,,3850684,3850684,,556239,,,10857955,,,,,782292,,2853040,2853040,,3635332,14493287,3300000,1502000,,,,,4080792,3778859,12661651,27154938
151221,890403012,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,99523,13656213,0,0,0,0,0,0,,,,13755736,635280,0,0,0,29237,,,,0,0,0,0,0,0,187234,501538,,1353289,15109025,0,0,0,1426152,922280,605055,605055,0,0,,0,2953487,0,0,0,752669,0,0,418254,418254,0,1170923,4124410,3000000,0,0,0,0,0,1095438,6889177,10984615,15109025
151221,890403012,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,113634,12133732,0,0,0,0,0,0,,,,12247366,702635,0,0,0,38311,,,,0,0,0,0,0,0,210806,206731,,1158483,13405849,0,0,0,430099,689882,627945,627945,0,389322,,0,2137248,0,0,0,301456,654272,0,1367039,1367039,384738,2707505,4844753,3000000,0,0,0,0,0,883033,4678063,8561096,13405849
151253,860048210,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4151,2222975,0,287297,,,,0,,,,2514423,,,,,,,,,,,205,,,,6122433,,,6122638,8637061,1287,,1287,69957,31328,,,,0,,,102572,,,,,,,,,115154,115154,217726,1410344,,,,,,1405172,5603819,8419335,8637061
151253,860048210,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,59,2200874,0,322929,,,,22390,,,,2546252,,,,,,,,,,,958,,,,6122433,,,6123391,8669643,1188,,1188,32863,50140,,,,3872,,,88063,,,,,,,,,110962,110962,199025,1410344,,,,,,1405172,5655102,8470618,8669643
151308,900076109,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,961737,1303656,731495,391359,,,,975154,,,,4363401,17325518,,,,,1292000,,,,,,,,,,,,18617518,22980919,135930,,135930,618590,198065,171381,171381,,13469,,,1137435,77194,,77194,6542811,176430,877043,6275273,6275273,,13948751,15086186,1380000,,,,,,268173,6246560,7894733,22980919
151308,900076109,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,201963,1635188,545093,622160,,,,796344,,,,3800748,17562288,,,,,1292000,,,,,,,,,,,,18854288,22655036,81590,,81590,482106,36344,260051,260051,,73921,,,934012,77194,,77194,6542811,123004,877043,6438042,6438042,,14058094,14992106,1380000,,,,,,268173,6014757,7662930,22655036
151313,800068234,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1307105,10726662,356713,,,,16776,97725,,,,12504981,7901096,,,,591148,1623050,163995,,,,,,,,,,,10279289,22784270,,,,2300730,679456,601182,601182,,1647806,,,5229174,,,,,565950,,601182,601182,5407939,6575071,11804245,4900000,,,,283678,60000,2198117,3538230,10980025,22784270
151313,800068234,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,579614,13679218,286020,,,,16776,67051,,,,14628679,7184125,,,,731289,1411414,50000,,,,,,,,,,,9376828,24005507,,,,1300866,1119127,1362613,1362613,,1647533,,,5430139,,,,,490010,,1664147,1664147,6100311,8254468,13684607,4900000,,,,283678,60000,2001423,3075799,10320900,24005507
151322,900796115,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,137273,705522,,237894,,,212903,,,,,1293592,752783,,,,,,,,,,,,,,,,,752783,2046375,33452,0,33452,391488,186430,261803,261803,0,,,0,873173,0,0,0,0,0,0,193600,193600,,193600,1066773,600000,,,,,,20806,358796,979602,2046375
151322,900796115,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,178797,232976,,230771,,,341288,,,,,983832,75404,,,,,,,,,,,,,,,,,75404,1059236,50461,0,50461,213088,75586,12040,12040,0,,,0,351175,0,0,0,,0,0,0,0,,0,351175,500000,,,,,,0,208061,708061,1059236
151332,800210734,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,389436,17904557,8877601,932228,0,0,,36845,,,,28140667,2769152,,3535255,,,,2948586,,,,,,,,,,,9252993,37393660,242932,,242932,332006,279669,8782213,8782213,,11000349,,,20637169,,,,,430398,,,,4851210,5281608,25918777,5871639,,,,1671905,,1338704,2592635,11474883,37393660
151332,800210734,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,548987,14477738,8843104,1108370,,,,2207722,,,,27185921,3542375,,1664285,,,,2739697,,,,,,,,,,,7946357,35132278,197880,,197880,2010285,558846,11868096,11868096,,9168691,,,23803798,,,,,298858,,,,1991454,2290312,26094110,3101639,,,,1671906,,2168023,2096600,9038168,35132278
151409,900130852,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,343885,5218090,465283,15113,,,,,,,,6042371,29472,,,,,,,,,,,,,,,,,29472,6071843,740,,740,718517,35092,3894,3894,,,,,758243,,,,1667397,,,100000,100000,,1767397,2525640,40000,,,,,,17241,3488962,3546203,6071843
