Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Se reunió el Máximo Órgano Social para considerar los estados financieros,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
150173,891801415,12/31/2019,50 NIIF Pymes - Separados,No,,FACONIN S.A.,"ACTIVIDADES INMOBILIARIAS REALIZADAS EN  BIENES PROPIOS O ARRENDADOS ""ACTIVIDADES INMOBILIARIAS REALIZADAS EN  BIENES PROPIOS O ARRENDAD  ",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,9/5/1982,9/30/2030,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,TV 11 30 61,BOYACA,TUNJA-BOYACA,TV 11 30 61,BOYACA,TUNJA-BOYACA,7446060,3115542645,contablefaconin@gmail.com,6270,,,Si,Si,PRIETOS Y CIA S.A,Si,03. LIMPIO,No,,,Si
150175,800129316,12/31/2019,50 NIIF Pymes - Separados,No,,VELASCO LLOREDA  Y CIA SCA,CONTRATOS DE ARRENDAMIENTOS DE  MUEBLES E INMUEBLES,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,4/12/1991,1/26/2027,ACTIVA,05. SOCIEDAD EN COMANDITA POR ACCIONES,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 39 12A 180,VALLE,YUMBO-VALLE,CRA 39 12A 180,VALLE,YUMBO-VALLE,6647332,3104140657,velascollycia@gmail.com,287690-7,,,Si,Si,GARCES Y ASESORES  SAS,Si,03. LIMPIO,No,,,Si
150184,804014274,12/31/2019,50 NIIF Pymes - Separados,No,,FAPER S.A.,INVERSIONES EN ACCIONES,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",01. ANUAL,10/29/2002,10/29/2022,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 42 # 29 -65 PISO 5,SANTANDER,BUCARAMANGA-SANTANDER,CARRERA 39 # 51-90 EDIFICIO EL ALTILLO,SANTANDER,BUCARAMANGA-SANTANDER,6973454,3168338873,NESTORRPEREZ@GMAIL.COM,05-098782-04,,,Si,No,,Si,03. LIMPIO,No,,,Si
150192,900619657,12/31/2019,50 NIIF Pymes - Separados,Si,,CONSTRUCCIONES ACR SUCURSAL COLOMBIA," EL OBJETO SOCIAL DE LA SUCURSAL SERÁ EL SIGUIENTE: A) ADQUISICIÓN  Y ENAJENACIÓN POR CUALQUIER TÍTULO DE BIENES INMUEBLES, Y EL  DESARROLLO DE LOS MISMOS, CONSTRUCCIÓN, URBANIZACIÓN, PARCELACIÓN, Y  EN  GENERAL REALIZAR ACTIVIDADES SOBRE LOS MISMOS, DIRECTAMENTE O A TRAVÉS  DE  TERCEROS, ASÍ COMO VENDERLOS Y DARLOS EN ARRENDAMIENTO. B) LA  CONSTRUCCIÓN DE TODO TIPO DE EDIFICACIONES",F4112 - Construcción de edificios no residenciales,01. ANUAL,5/22/2013,5/20/2063,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 125 # 19 - 89 OF 502 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 125 # 19 - 89 OF 502 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7026795,3144869829,gallego@acrconstructora.co,2324263,POLIGONO IRUREGAÑA 71 - 6 31195 AIZOAIN NAVARRA,245 - ESPAÑA,Si,Si,CR Bureau Partners S.A.S.,Si,03. LIMPIO,No,,,Si
150195,800194752,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES TASYBAS SAS,ACTIVIDADES INMOBILIARIAS CON BIENES PROPIOS O ARRENDADOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,5/4/1993,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 73 10 10 OF 103,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 73 10 10 OF 103,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2111363,3132094154,inversionestasybas@gmail.com,546818,,,Si,No,,Si,03. LIMPIO,No,,,Si
150288,900267689,12/31/2019,50 NIIF Pymes - Separados,No,,FASANDER S.A.,INVERSION EN TODA CLASE DE BIENES MUEBLES E INMUEBLES ASI COMO LA INVERSION EN TODA CLASE DE SOCIEDADES COMERCIALES SIN IMPORTAR SU ACTIVDAD ECONOMICA,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,2/13/2009,10/13/2059,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 42 # 29 65 PISO 5,SANTANDER,BUCARAMANGA-SANTANDER,CALLE 42 # 29 65 PISO 5,SANTANDER,BUCARASICA-NORTE DE SANTANDER,6973754,3168774850,MARIACLAUDIASANTANDER@GMAIL.COM,05-163327-04,,,Si,No,,Si,03. LIMPIO,No,,,Si
150296,860072491,12/31/2019,50 NIIF Pymes - Separados,Si,,SIVE S.A.S,Hacer Inversiones en otras sociedades y compañiasde cualquier tipo y genero.,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,11/23/1979,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CLL 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3238030,3138175817,lcsvjc@gmail.com,128413,,,Si,No,,Si,03. LIMPIO,No,,,Si
150301,860528096,12/31/2019,50 NIIF Pymes - Separados,Si,,LA REGADERA LTDA,Realizar la explotación de negocios vinculados a la agricultura en todos sus ramos.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,9/12/1985,12/31/2020,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CLL 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3238030,3138175817,lcsvjc@gmail.com,246834,,,Si,No,,Si,03. LIMPIO,No,,,Si
150311,900365409,12/31/2019,50 NIIF Pymes - Separados,No,,FLOR ES ELEGANCIA INTIMA S.A.S,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados ,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,01. ANUAL,6/24/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 57 SUR 48 24 BODEGA 104,ANTIOQUIA,SABANETA-ANTIOQUIA,CALLE 57 SUR 48 24 BODEGA 104,ANTIOQUIA,SABANETA-ANTIOQUIA,4487696,3117692702,ger_financiera@juanabonita.com.co,138780,,,Si,No,,Si,03. LIMPIO,No,,,Si
150381,830138169,12/31/2019,50 NIIF Pymes - Separados,No,,RAMIREZ ACEVEDO CONYSA INVERSIONES S EN C,INVERSION EN PRODUCTOS FINANCIEROS,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",01. ANUAL,12/30/2003,12/30/2023,ACTIVA,04. SOCIEDAD EN COMANDITA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 94 A NO 11 A 27 PISO 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CLL 94 A 11 A 27 PISO 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6224173,3115916778,yazdonme@hotmail.com,1330704,,,Si,Si,AUDICON Auditores y Consultores ESTRATEGICOS S A S,Si,03. LIMPIO,No,,,Si
150394,830080611,12/31/2019,50 NIIF Pymes - Separados,No,,FINVEST Y CIA SCA,INVERSION EN EMPRESAS Y SOCIEDADES DEDICADAS A LA REALIZACION DE NEGOCIOS MERCANTILES O ACTOS DE COMERCIO,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/27/2000,12/31/2070,ACTIVA,05. SOCIEDAD EN COMANDITA POR ACCIONES,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 73 7 50 OF 603,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 73 7 50 OF 603,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3177917,3204798630,mjo8121967@gmail.com,1052446,,,Si,Si,MEDINA & LINARES SAS,Si,03. LIMPIO,No,,,Si
150404,860027143,12/31/2019,50 NIIF Pymes - Separados,Si,,LAGUNA LARGA LTDA,La Administración de Bienes Muebles o Inmuebles Rurales o Urbanos,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,11/3/1969,12/31/2050,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Calle 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Calle 19 No. 7 - 48 Ofc 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3238030,3138175817,lcsvjc@gmail.com,14514,,,Si,No,,Si,03. LIMPIO,No,,,Si
150411,830506608,12/31/2019,50 NIIF Pymes - Separados,No,,INVERSIONES OCIA S.A.S.,PRECAUTELACION DEL PATRIMONIO FAMILIAR,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. ANUAL,10/13/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 73 A 19 17 OF 706,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 100 73 A 12 OF 201,ANTIOQUIA,APARTADO-ANTIOQUIA,5607170,3136279325,correspondencia@banaexport.co,N0000001,,,Si,No,,Si,03. LIMPIO,No,,,Si
150415,860072492,12/31/2019,50 NIIF Pymes - Separados,Si,,ASOJO SAS,LA SOCIEDAD PODRA REALIZAR CUALQUIER ACTIVIDAD COMERCIAL O CIVIL LICITA,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,12/18/1979,12/18/2050,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLL 19 7 48 OF 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CLL19 7 48 OF 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3238030,3138175817,asjcias@gmail.com,128409,,,Si,No,,Si,03. LIMPIO,No,,,Si
150452,860521601,12/31/2019,50 NIIF Pymes - Separados,No,,LABORATORIOS SERVINSUMOS SA,FABRICACION Y COMERCIALIZACION DE PRODUCTOS FARMACEUTICOS VETERINARIOS,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",01. ANUAL,9/26/1984,5/26/2047,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,BODEGA M24 PARQUE INDUSTRIAL GRAN SABANA ,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,BODEGA M24 PARQUE INDUSTRIAL GRAN SABANA ,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,8697761,3105543094,hugo.baez@servinsumos.cc,220615,,,Si,Si,GANTI CONSULTORES SAS ,Si,03. LIMPIO,No,,,Si
150586,860067949,12/31/2019,50 NIIF Pymes - Separados,Si,,SAN ULPIANO SAS,La Sociedad Podra Realizar Cualquier Actividad Comercial o civil Licita,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,11/21/1980,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 19 No 7 -48 OFC 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 19 No 7 -48 OFC 1403,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3238030,3138175817,asjcias@gmail.com,111027,,,Si,No,,Si,03. LIMPIO,No,,,Si
150643,891904303,12/31/2019,50 NIIF Pymes - Separados,Si,302831,Sercofun Tulua Ltda,Servicios Funerarios y conexos,S9603 - Pompas fúnebres y actividades relacionadas,01. ANUAL,9/9/1986,9/9/2086,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Cra 33 25 35,VALLE,TULUA-VALLE,Cra 33 25 35,VALLE,TULUA-VALLE,2359732,3126001179,contabilidadtulua@losolivos.co,10099-3,,,Si,Si,CYH AUDITORES CONSULTORES ASOCIADOS,Si,03. LIMPIO,No,,,Si
150687,900470587,12/31/2019,50 NIIF Pymes - Separados,Si,,GRUPO MAGNOLIO Y CIA SCA,Actividades de administración empresarial,M7010 - Actividades de administración empresarial,01. ANUAL,10/7/2011,12/31/2070,ACTIVA,05. SOCIEDAD EN COMANDITA POR ACCIONES,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 17 A 127 A 51,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 17 A 127 A 51,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6332345,3115611082,monicajaramilloc@gmail.com,2148621,,,Si,No,,Si,03. LIMPIO,No,,,Si
150700,832002204,12/31/2019,50 NIIF Pymes - Separados,Si,,ALMACENES AGROMAX SAS,COMPRA Y VENTA DE INSUMOS AGROPECUARIOS,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. ANUAL,11/27/1997,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 4 No.1-28,CUNDINAMARCA,SUBACHOQUE-CUNDINAMARCA,CARRERA 4 No.1-28,CUNDINAMARCA,SUBACHOQUE-CUNDINAMARCA,8245117,3132511835,almacenesagromax@yahoo.com,17178,,,Si,No,,Si,03. LIMPIO,No,,,Si
150791,830047411,12/31/2019,50 NIIF Pymes - Separados,Si,3900000,KATA SAS,EXPENDIO A LA MESA DE COMIDAD PREPARADAS EN RESTAURANTE,I5611 - Expendio a la mesa de comidas preparadas,01. ANUAL,6/19/1998,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 47A 91 44,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CRA 47A 91 44,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6350806,3115210600,marinamejia@zonak.com.co,881144,,,Si,No,,Si,03. LIMPIO,No,,,Si
150830,900438410,12/31/2019,50 NIIF Pymes - Separados,Si,,KIAHNA SAS,LA COMPAÑÍA TIENE POR OBJETO REALIZAR CUALQUIER ACTIVIDAD COMERCIAL O CIVIL LÍCITA.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. ANUAL,5/13/2011,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KR 13 93 40 OF 402,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,KR 13 93 40 OF 402,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6233095,3168760682,contabilidad@iicarmen.com,2101851,,,Si,Si,SYNERGY CONSULTORES AUDITORES SAS,Si,03. LIMPIO,No,,,Si
150839,800207932,12/31/2019,50 NIIF Pymes - Separados,Si,,C.I. MULTISERVICIOS DE INGENIERIA 1A S.A.,"A. EL OBJETO SOCIAL DE ESTA EMPRESA CONSISTIRA EN EFECTUAR OPERACIONES DE COMERCIO EXTERIOR PARTICULARMENTE , ORIENTAR SUS ACTIVIDADES HACIA LA PROMOCION Y COMERCILIZACION DE PRODUCTOS COLOMBIANOS EN LOS MERCADOS EXTERNOS. B. COMERCIALIZACION DE PRODUCTOS DERIVADOS DEL PETROLEO AL IGUAL QU EL PROCESAMIENTO Y TRANSFORMACION DE MATERIAS PRIMAS DERIVADAS DEL PETROLEO Y SU POSTERIOR COMERCIALIZACION. C. ACTIVIADES INMOBILIARIAS Y DE ALQUILER DE DESARROLLO DE LA PRESTACION DE SERVICIO DE ARRENDAMIENTODE BIENES E INMUEBLES Y ESPACIO APTO PARA PARQUEADERO; ASI COMO LAS DEMAS ACTIVIDADES CONEXAS AL ARRENDAMIENTO. D. SERVICIOS DE LIMPIEZA EN PLANTAS INDUSTRIALES Y/O SERVICIOS DE LOGISTICA EN PLANTAS INDUSTRIALES, OBRAS CIVILES, MANTENIMIENTO METALMECANICO, SERVICIO Y LOGISTICA, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS SOLIDOS Y/O LIQUIDOS. E. SERVICIO DE TRANSPORTE CARGA TERRESTRE. F. CONSTRUCCION DE VIAS. G. ALQUILER O ARRENDAMIENTO DE EQUIPOS PARA LA CONSTRUCCION DE OBRAS CIVILES. FABRICACION, VENTA Y COMERCIALIZACION PRODUCTOS DE ASEO, LIMPIEZA, HIGIENE Y USO DOMESTICO. I. FABRICACION, VENTA Y COMERCIALIZACION DE PRODUCTOS PARA LA INDUSTRIA AUTOMOTRIZ.",C1921 - Fabricación de productos de la refinación del petróleo,01. ANUAL,9/14/1993,9/20/2050,ACUERDO DE REORGANIZACION,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA. 19A No. 73-65,SANTANDER,BARRANCABERMEJA-SANTANDER,CRA. 19A No. 73-65,SANTANDER,BARRANCABERMEJA-SANTANDER,6222990,3187167942,info@multinsa.com,24483,,,Si,No,,Si,03. LIMPIO,No,,,Si
150841,805001306,12/31/2019,50 NIIF Pymes - Separados,No,,farmaser ,comercializacion de medicamentos para consumo humano,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",01. ANUAL,7/13/1995,7/13/2045,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 30 11 G46,VALLE,CALI-VALLE,CALLE 30 11 G 46,VALLE,CALI-VALLE,3901826,3124137676,contabilidad@farmaser.com.co,406799-4,,,Si,No,,Si,03. LIMPIO,No,,,Si
150843,900062979,12/31/2019,50 NIIF Pymes - Separados,No,,PREVESA SAS,FABRICACION DE ARTICULOS DE HORMIGON,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",01. ANUAL,12/13/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KILOMETRO 5 ANILLO VIAL FLORIDABLANCA-GIRON,SANTANDER,GIRON-SANTANDER,KILOMETRO 5 ANILLO VIAL FLORIDABLANCA-GIRON,SANTANDER,GIRON-SANTANDER,6383824,3142351858,CONTADOR@PREVESA.CO,05-127926-16,,,Si,No,,Si,03. LIMPIO,No,,,Si
150866,860402618,12/31/2019,50 NIIF Pymes - Separados,Si,,LADRILLERA OVINDOLI SA ,"la prospeccióla prospección, exploración y explotación de minas de arcilla y otros minerales que se utilizan en la alfarería y transformación de tales materiales en ladrillos, tejas, pisos y demás elementos de arcilla y el transporte y comercialización de los mismos.n, exploración y explotación de minas de arcilla y otros minerales que se utilizan en la alfarería y transformación de tales materiales en ladrillos, tejas, pisos y demás elementos de arcilla y el transporte y comercialización de los mismos.  ",C2392 - Fabricación de materiales de arcilla para la construcción,01. ANUAL,10/7/1982,12/31/2050,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 7 156 68 OF 1806 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 7 156 68 OF 1806 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,8202330,3153496218,gerenciageneral@ladrilleraovindoli.com ,179222,,,Si,Si,BERNAL URREGO Y CIA SAS ,Si,03. LIMPIO,No,,,Si
150873,819005874,12/31/2019,50 NIIF Pymes - Separados,Si,,SERVICIO INTEGRAL DE LA COSTA CARIBE E INGENIERIA S.A.S,CONSTRUCCION DE OBRAS OBRAS DE INGENIERIA CIVIL,F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,4/9/2003,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,MZ A CASA 2 BALCONES DEL LIBERTADOR,MAGDALENA,SANTA-MARTA-MAGDALENA,AVENIDA DEL LIBETADOR 27 195 CENTRO COMERCIAL BASTIDA LOCAL 23,MAGDALENA,SANTA-MARTA-MAGDALENA,4301485,3015647788,gerenciaseincoc@gmail.com,76858,,,Si,No,,Si,03. LIMPIO,No,,,Si
150892,860350005,12/31/2019,50 NIIF Pymes - Separados,Si,360000,DIES LTDA,CONFORMACION PATRIMONIAL,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,4/21/1983,12/31/2033,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 2 OESTE 26A 12,VALLE,CALI-VALLE,CALLE 2OESTE 26A 12,VALLE,CALI-VALLE,6609000,3155736810,JOSELUIS_CALDERON@FINESA.COM.CO,255326-3,,,Si,No,,Si,03. LIMPIO,No,,,Si
150940,830146669,12/31/2019,50 NIIF Pymes - Separados,Si,, TEXMUNDO COLOMBIA SAS,FABRICACION DE PRENDAS DE VESTIR EXCEPTO PIELES,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. ANUAL,6/23/2004,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CL 63 74B 42 BG 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AV CL 63 74B 42 BG 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,4169848,3156021681,gerencia@texmundocolombia.com,149090,,,Si,No,,Si,03. LIMPIO,No,,,Si
150962,900770027,12/31/2019,50 NIIF Pymes - Separados,Si,25435,NIETRONICS INVERSIONES S.A.S. ,Actividades Inmobiliarias realizadas a cambio de una retribucion o por contrato ,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,9/15/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 134A 17 86,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,CALLE 134A 17 86,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,7446044,3152234345,gerencia@orafa.com.co ,2498309,,,Si,No,,Si,03. LIMPIO,No,,,Si
150974,811024630,12/31/2019,50 NIIF Pymes - Separados,Si,,VIVIENDAS FINANCIADAS CONSTRUCTORA DE OBRAS S.A.S,CONSTRUCCION DE VIVIENDAS,F4111 - Construcción de edificios residenciales,01. ANUAL,8/23/2000,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,juridica@constructoradeobras.com,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CRA 9  2 10 CINTURON VERDE VIA LAS PALMAS KM9  RETORNO 8,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5609600,3116307404,juridica@constructoradeobras.com,21-272531-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
